tweet,username,hash-tags,Date,Day,tweet_id,likes,retweets,polarity
APPA&amp;3S APPEALS 2 ALL POLATICAL PARTIES AAP 23 OPPOSITION CONCLAVE NON BJP:NON CONGRESS FRONT &amp ALL OTHERS REQUEST LEADERS OF ABOVE PARTIES PLESE DOVE TAIL 2 YR CADRE VOLUNTERRS &amp DO CANVASSING 4 CANDIDATE AJAI MODIG SAVE SNS,sn1941sharma,[],2019-05-07,Tue,1125683879887556608,0,0,0.0
Delhi HC quashes FIR accusing AAP MLA Somnath Bharti of domestic violence The Hindu,delhiinformer,[],2019-05-07,Tue,1125683813890367489,0,0,0.0
_EAN We’ve been absolutely clear on this the OKR AAP is delivering the genuinely affordable homes new jobs and social infrastructure our communities need it does not put estates at risk If anything it means the benefits of growth can be shared with estates within the AAP.,JohnsonSitu,[],2019-05-07,Tue,1125683797071101952,1,0,0.16742424242424242
"All of these are the members and supporters of Kanhaiya,leader of Tukde Tukde Gang.They only recognises the their Gang members Not people of our country Jaisi sangati hogi,vichar to waise hi honge. People of Delhi will give AAP candidates a befitting reply through their votes.",Chetan12061979,[],2019-05-07,Tue,1125683766318358528,0,0,0.0
Delhi HC quashes FIR accusing AAP MLA Somnath Bharti of domestic violence,AAPGovt4Delhi,[],2019-05-07,Tue,1125683612764987392,3,1,0.0
Massive Crowd gathers in Hisar Haryana for AAP-JJP's joint rally. AAP National Convenor and Delhi CM along with JJP Leader and MP will be addressing the crowd soon,AamAadmiParty,[],2019-05-07,Tue,1125683534897672192,83,43,0.0
This is not good enough reason to vote AAP and win of AAP.,MaheshS22041975,[],2019-05-07,Tue,1125683447761129472,0,0,0.15000000000000002
AAP is BJP’s B Team from 2011 They can’t go against their PE investors and founding fathers Anna Hazare Ramdev Kiran Bedi were part of the original gang The less hypocritical ones like Kiran Bedi Shazia Ilmi upped +went directly to BJP.,anindita_guha,[],2019-05-07,Tue,1125683429859676160,2,0,0.1027777777777778
"lefties please stay away from AAP,otherwise hindus will not vote,,,,",me6czahid,[],2019-05-07,Tue,1125682768233541632,0,0,0.0
Happy birthday sir god bless you and you will have great day Our unboxing king and aap india ke number one youtuber banjao Please reply jatur dejiyega,Gauravp26429455,[],2019-05-07,Tue,1125682767478452224,0,0,0.8
_Yadav0912 All modi hater after 23,aap_baap,[],2019-05-07,Tue,1125682730467983362,0,0,0.0
"_chadha Why can't you people campaign for vijender Singh,Sheila dikshit,Ajay maken,arvinder Singh???? Is Cong party not secular or AAP has given more brief cases???",fawaazlateef,[],2019-05-07,Tue,1125682631964708865,0,0,0.25
